alumni_id,name,major,company,position,graduation_year
UB1719,Hadi Jaya,Pendidikan TI,Xiaomi Technology,Management Trainee Admin,2023
UB1720,Siti Tanjung,Teknik Mesin,PT Mencari Cinta Sejati,Head of Department Admin,2021
UB1721,Dimas Utama,Ilmu Hukum,PT MAS ARYA INDONESIA,Engineer Marketing,2018
UB1722,Radit Zulkarnain,Sistem Informasi,Xiaomi Technology,Senior Data Scientist,2021
UB1723,Pandu Kusuma,Ekonomi Islam,"PT Bank Danamon Indonesia, Tbk",Senior Staff Admin,2019
UB1724,Joko Anggara,Arsitektur,PT Bank KEB Hana Indonesia,Officer Marketing,2023
UB1725,Qori Laksana,Arsitektur,StartUp Gagal Bangkit,Analyst Operations,2019
UB1726,Aditya Pratama,Teknik Informatika,Gojek,Senior DevOps,2018
UB1727,Desi Firmansyah,Ilmu Hukum,PT. Bank KEB Hana Indonesia,Management Trainee Admin,2022
UB1728,Dinda Utami,Ilmu Komunikasi,PT Sejahtera Abadi,Junior Staff HR,2021
UB1729,Julia Utama,Teknik Sipil,PT Indocyber Global Teknologi,Specialist Sales,2015
UB1730,Joko Fauzi,Teknik Lingkungan,PT Sejahtera Abadi,Manager Operations,2019
UB1731,Erlangga Anggara,Ilmu Hukum,PT Sejahtera Abadi,Manager HR,2015
UB1732,Hadi Aminah,Sistem Informasi,PT Kapal Api Global,Senior Product Manager,2019
UB1733,Tegar Wijaya,Ilmu Komunikasi,PT Sumber Rejeki,Senior Staff Marketing,2019
UB1734,Laras Anggara,Psikologi,"PT DCI Indonesia, Tbk",Analyst Operations,2021
UB1735,Irfan Aditama,Manajemen,PHINTRACO GROUP,Officer Sales,2019
UB1736,Pandu Nasution,Ilmu Ekonomi,PT Trinusa Travelindo,Management Trainee Marketing,2018
UB1737,Andi Hidayat,Teknik Sipil,PT Sumber Rejeki,Engineer Operations,2021
UB1738,Utomo Lestari,Pendidikan TI,PT Trinusa Travelindo,Management Trainee Operations,2018
UB1739,Lestari Widodo,Ilmu Hukum,PT Bank KEB Hana Indonesia,Specialist Finance,2016
UB1740,Utomo Kartika,Administrasi Publik,PT Tsubaki Indonesia Manufacturing,Engineer Marketing,2023
UB1741,Utomo Widodo,Hubungan Internasional,Gojek,Analyst Finance,2022
UB1742,Erlangga Wulandari,Teknik Sipil,JAPFA FOOD INDONESIA,Supervisor Sales,2017
UB1743,Desi Lestari,Administrasi Publik,PT Mencari Cinta Sejati,Specialist Marketing,2019
UB1744,Gita Zulkarnain,Hubungan Internasional,Xiaomi Technology,Head of Department HR,2019
UB1745,Farhan Setiawan,Administrasi Publik,"PT Bank Danamon Indonesia, Tbk",Management Trainee Sales,2023
UB1746,Andi Budiman,Ilmu Hukum,PT Bank KEB Hana Indonesia,Head of Department Finance,2023
UB1747,Eko Setiawan,Hubungan Internasional,PT Bank KEB Hana Indonesia,Senior Staff Marketing,2017
UB1748,Agus Utama,Teknik Komputer,PT Bank KEB Hana Indonesia,Junior Data Scientist,2019
UB1749,Aditya Kartika,Sistem Informasi,PT MAS ARYA INDONESIA,Junior Data Scientist,2022
UB1750,Putri Baswedan,Sistem Informasi,Bank BCA,Junior Data Scientist,2022
UB1751,Bella Fauzi,Akuntansi,"PT. Trimegah Sekuritas Indonesia, Tbk",Management Trainee Marketing,2017
UB1752,Nadia Wulandari,Teknik Mesin,"PT Japfa Comfeed Indonesia, Tbk",Specialist Admin,2019
UB1753,Eko Aminah,Teknik Komputer,StartUp Gagal Bangkit,Junior Software Engineer,2018
UB1754,Vina Firmansyah,Ekonomi Islam,PT CFU Technology Indonesia,Management Trainee Admin,2017
UB1755,Radit Lestari,Ilmu Ekonomi,PT Sumber Rejeki,Specialist Marketing,2021
UB1756,Zahra Baswedan,Manajemen,PT Sumber Rejeki,Consultant Sales,2020
UB1757,Indah Irawan,Teknik Komputer,Tokopedia,Lead Software Engineer,2020
UB1758,Radit Lestari,Teknik Komputer,Xiaomi Technology,Junior Software Engineer,2023
UB1759,Irfan Nasution,Psikologi,PT Handal Guna Sarana,Specialist Operations,2017
UB1760,Erlangga Susanto,Akuntansi,Tokopedia,Management Trainee Finance,2023
UB1761,Dewi Maulana,Teknologi Hasil Pertanian,PT Trinusa Travelindo,Head of Department Finance,2017
UB1762,Pandu Irawan,Teknik Industri,PT MAS ARYA INDONESIA,Consultant Admin,2016
UB1763,Hana Nasution,Ekonomi Islam,PT Handal Guna Sarana,Consultant Finance,2021
UB1764,Bella Kurnia,Agribisnis,PT Tsubaki Indonesia Manufacturing,Head of Department Admin,2015
UB1765,Rina Nugroho,Sistem Informasi,Xiaomi Technology,Senior Data Scientist,2017
UB1766,Farhan Oktaviani,Sistem Informasi,PT. Bank KEB Hana Indonesia,Senior DevOps,2021
UB1767,Rizky Lestari,Teknik Mesin,PT Indocyber Global Teknologi,Management Trainee HR,2023
UB1768,Bagas Fauzi,Psikologi,"PT Japfa Comfeed Indonesia, Tbk",Manager Admin,2018
UB1769,Siti Cahyono,Teknik Industri,"PT Japfa Comfeed Indonesia, Tbk",Management Trainee Admin,2021
UB1770,Hana Santoso,Psikologi,PT Tsubaki Indonesia Manufacturing,Consultant HR,2018
UB1771,Budi Soekarno,Teknik Elektro,PT Mencari Cinta Sejati,Specialist Sales,2023
UB1772,Farhan Jaya,Ilmu Komunikasi,Bank Mandiri,Specialist Sales,2020
UB1773,Dimas Kurnia,Pendidikan TI,Shopee,Manager Admin,2019
UB1774,Mahendra Aminah,Teknik Mesin,PT. Bank KEB Hana Indonesia,Manager Admin,2017
UB1775,Gilang Cahyono,Hubungan Internasional,PT MAS ARYA INDONESIA,Management Trainee Operations,2021
UB1776,Agus Nugroho,Teknologi Informasi,Bank Mandiri,Lead Software Engineer,2022
UB1777,Chandra Setiawan,Ilmu Hukum,PT Solusi Transportasi Indonesia,Engineer HR,2019
UB1778,Gita Susanto,Teknik Informatika,Telkom Indonesia,Senior IT Support,2023
UB1779,Lestari Budiman,Agroekoteknologi,PHINTRACO GROUP,Officer HR,2018
UB1780,Gilang Tanjung,Pendidikan TI,CV Maju Mundur,Head of Department Marketing,2021
UB1781,Agus Darmawan,Teknik Komputer,"PT. Trimegah Sekuritas Indonesia, Tbk",Lead Software Engineer,2023
UB1782,Sarah Maulana,Teknologi Hasil Pertanian,PT MAS ARYA INDONESIA,Head of Department Operations,2020
UB1783,Hana Oktaviani,Teknik Informatika,Xiaomi Technology,Senior IT Support,2015
UB1784,Zahra Utami,Sistem Informasi,PT CFU Technology Indonesia,Lead Product Manager,2017
UB1785,Vina Permata,Akuntansi,"PT DCI Indonesia, Tbk",Engineer Operations,2015
UB1786,Dewi Wibowo,Hubungan Internasional,"PT Bank Danamon Indonesia, Tbk",Engineer Marketing,2018
UB1787,Gilang Prasetyo,Agribisnis,Xiaomi Technology,Supervisor Marketing,2022
UB1788,Cahya Susanto,Ekonomi Islam,Telkom Indonesia,Head of Department Operations,2023
UB1789,Agus Aminah,Ilmu Ekonomi,Gojek,Officer Marketing,2016
UB1790,Dinda Permata,Teknik Komputer,PT Tsubaki Indonesia Manufacturing,Junior DevOps,2019
UB1791,Joko Firmansyah,Ilmu Komunikasi,"PT Japfa Comfeed Indonesia, Tbk",Analyst Operations,2021
UB1792,Desi Maulana,Akuntansi,PT. Bank KEB Hana Indonesia,Supervisor Operations,2018
UB1793,Putri Saputra,Teknik Sipil,PT MAS ARYA INDONESIA,Specialist Finance,2015
UB1794,Fajar Zulkarnain,Pendidikan TI,"PT Bank Danamon Indonesia, Tbk",Head of Department Marketing,2020
UB1795,Nina Rahmawati,Teknik Komputer,PHINTRACO GROUP,Lead DevOps,2023
UB1796,Hadi Santoso,Hubungan Internasional,StartUp Gagal Bangkit,Manager Admin,2018
UB1797,Kevin Kusumo,Teknologi Hasil Pertanian,PT Trinusa Travelindo,Officer Finance,2021
UB1798,Hadi Soekarno,Hubungan Internasional,PT Kapal Api Global,Officer HR,2019
UB1799,Bella Vebrianto,Teknik Informatika,PT Penerbit Erlangga,Senior Data Scientist,2020
UB1800,Okta Firmansyah,Arsitektur,PT MAS ARYA INDONESIA,Specialist Operations,2020
UB1801,Arif Oktaviani,Psikologi,PT Penerbit Erlangga,Junior Staff Operations,2015
UB1802,Dewi Suharto,Arsitektur,PT Sejahtera Abadi,Analyst Sales,2017
UB1803,Lestari Qodir,Teknik Sipil,PT Mencari Cinta Sejati,Specialist Admin,2017
UB1804,Laras Aminah,Sistem Informasi,PT Kapal Api Global,Junior IT Support,2023
UB1805,Bagas Budiman,Teknik Lingkungan,"PT DCI Indonesia, Tbk",Consultant Finance,2015
UB1806,Andi Pratama,Agroekoteknologi,Gojek,Analyst Admin,2023
UB1807,Dewi Puspa,Ilmu Hukum,PT Sejahtera Abadi,Consultant Finance,2015
UB1808,Eko Aditama,Teknik Komputer,Bank BCA,Lead IT Support,2015
UB1809,Zahra Darmawan,Sistem Informasi,PHINTRACO GROUP,Junior DevOps,2016
UB1810,Radit Gunawan,Administrasi Publik,JAPFA FOOD INDONESIA,Engineer Operations,2018
UB1811,Bayu Budiman,Teknik Lingkungan,PT Tsubaki Indonesia Manufacturing,Senior Staff Admin,2018
UB1812,Sarah Tanjung,Teknik Komputer,StartUp Gagal Bangkit,Lead Software Engineer,2023
UB1813,Putri Susanto,Teknik Sipil,PT Tsubaki Indonesia Manufacturing,Management Trainee Marketing,2022
UB1814,Tegar Aditama,Teknik Mesin,PT Sumber Rejeki,Manager HR,2018
UB1815,Okta Susanto,Sistem Informasi,"PT Japfa Comfeed Indonesia, Tbk",Lead Data Scientist,2020
UB1816,Nadia Tanjung,Ilmu Ekonomi,Gojek,Management Trainee Operations,2021
UB1817,Pandu Kartika,Pendidikan TI,PT Trinusa Travelindo,Head of Department Sales,2016
UB1818,Xena Cahyono,Teknik Komputer,PT Sumber Rejeki,Lead Data Scientist,2015
UB1819,Hana Utami,Ilmu Komunikasi,"PT DCI Indonesia, Tbk",Supervisor Finance,2017
UB1820,Tegar Pratama,Ilmu Komunikasi,PT Handal Guna Sarana,Management Trainee Sales,2015
UB1821,Wahyu Zulkarnain,Teknik Lingkungan,PT Trinusa Travelindo,Officer Marketing,2019
UB1822,Bella Siregar,Arsitektur,JAPFA FOOD INDONESIA,Analyst Sales,2020
UB1823,Eko Setiawan,Manajemen,"PT SMART,Tbk",Management Trainee Admin,2023
UB1824,Irfan Wulandari,Agribisnis,"PT DCI Indonesia, Tbk",Junior Staff HR,2018
UB1825,Hadi Kurnia,Ilmu Hukum,"PT SMART,Tbk",Junior Staff HR,2018
UB1826,Agus Cahyono,Manajemen,"PT SMART,Tbk",Consultant HR,2020
UB1827,Cahya Aditama,Keuangan Perbankan,Bank BCA,Junior Staff Finance,2019
UB1828,Fajar Puspa,Teknik Elektro,PT Solusi Transportasi Indonesia,Manager Admin,2016
UB1829,Kevin Firmansyah,Agroekoteknologi,PT Handal Guna Sarana,Analyst Admin,2021
UB1830,Rina Hartono,Agroekoteknologi,PT CFU Technology Indonesia,Analyst Operations,2022
UB1831,Eko Jaya,Teknik Industri,PT Handal Guna Sarana,Consultant Admin,2022
UB1832,Desi Aminah,Ilmu Komunikasi,Gojek,Officer Admin,2021
UB1833,Rizky Maulana,Teknik Komputer,Gojek,Lead IT Support,2017
UB1834,Indah Firmansyah,Agroekoteknologi,"PT SMART,Tbk",Manager Admin,2018
UB1835,Xena Wulandari,Keuangan Perbankan,JAPFA FOOD INDONESIA,Manager Admin,2017
UB1836,Zahra Rahmawati,Keuangan Perbankan,PT Bank KEB Hana Indonesia,Manager Finance,2019
UB1837,Wahyu Wulandari,Teknik Mesin,PT Kapal Api Global,Senior Staff Marketing,2015
UB1838,Yoga Cahyono,Psikologi,PT Sejahtera Abadi,Manager Admin,2016
UB1839,Dimas Prasetyo,Teknik Informatika,PT Trinusa Travelindo,Senior DevOps,2017
UB1840,Chandra Jaya,Manajemen,PHINTRACO GROUP,Officer HR,2017
UB1841,Dimas Maulana,Teknologi Hasil Pertanian,PT Penerbit Erlangga,Junior Staff Admin,2015
UB1842,Nadia Kurnia,Hubungan Internasional,PT Tsubaki Indonesia Manufacturing,Head of Department Sales,2017
UB1843,Utomo Kurnia,Teknik Industri,"PT Japfa Comfeed Indonesia, Tbk",Management Trainee Marketing,2022
UB1844,Hana Kartika,Agroekoteknologi,PT Sejahtera Abadi,Analyst Finance,2021
UB1845,Yoga Kusuma,Keuangan Perbankan,PT Mencari Cinta Sejati,Specialist Operations,2020
UB1846,Nina Prasetyo,Ilmu Ekonomi,PT Trinusa Travelindo,Consultant Sales,2019
UB1847,Eko Kurnia,Arsitektur,"PT SMART,Tbk",Junior Staff Marketing,2021
UB1848,Citra Tanjung,Teknik Elektro,PT Handal Guna Sarana,Specialist Admin,2016
UB1849,Rizky Anggara,Teknik Elektro,PT Handal Guna Sarana,Engineer Sales,2021
UB1850,Indah Hartono,Arsitektur,Tokopedia,Junior Staff Finance,2016
UB1851,Tegar Widodo,Sistem Informasi,Tokopedia,Lead IT Support,2023
UB1852,Vina Pangestu,Teknik Sipil,PT MAS ARYA INDONESIA,Manager Admin,2022
UB1853,Bella Soekarno,Agroekoteknologi,Gojek,Officer Sales,2019
UB1854,Siti Rahmawati,Teknik Sipil,StartUp Gagal Bangkit,Management Trainee Operations,2023
UB1855,Rizky Cahyono,Ilmu Hukum,Bank BCA,Consultant HR,2023
UB1856,Joko Utami,Teknik Informatika,PT Trinusa Travelindo,Lead DevOps,2021
UB1857,Kartika Puspa,Manajemen,Gojek,Specialist Sales,2015
UB1858,Fajar Gunawan,Hubungan Internasional,StartUp Gagal Bangkit,Junior Staff HR,2023
UB1859,Irfan Yudhoyono,Ilmu Komunikasi,PT Bank KEB Hana Indonesia,Supervisor HR,2020
UB1860,Bagas Budiman,Teknik Industri,Telkom Indonesia,Analyst HR,2020
UB1861,Zahra Utama,Teknik Industri,PT Kapal Api Global,Specialist Finance,2021
UB1862,Kartika Laksana,Ilmu Ekonomi,PT Handal Guna Sarana,Officer Operations,2021
UB1863,Kevin Fauzi,Teknologi Informasi,PT Handal Guna Sarana,Senior Product Manager,2018
UB1864,Qori Setiawan,Teknik Mesin,Bank Mandiri,Specialist Sales,2020
UB1865,Chandra Pangestu,Teknik Informatika,PT Indocyber Global Teknologi,Junior IT Support,2017
UB1866,Dinda Oktaviani,Teknik Informatika,Gojek,Lead IT Support,2021
UB1867,Vina Jaya,Administrasi Publik,CV Maju Mundur,Manager Operations,2022
UB1868,Pandu Aditama,Agroekoteknologi,"PT Bank Danamon Indonesia, Tbk",Junior Staff Finance,2016
UB1869,Siti Pratama,Agribisnis,PT Tsubaki Indonesia Manufacturing,Specialist Marketing,2018
UB1870,Agus Kusuma,Ilmu Ekonomi,PHINTRACO GROUP,Supervisor HR,2020
UB1871,Okta Wulandari,Hubungan Internasional,PT Mencari Cinta Sejati,Officer Operations,2021
UB1872,Utomo Nugroho,Teknik Elektro,PT Kapal Api Global,Supervisor HR,2017
UB1873,Rina Pratama,Arsitektur,PT Handal Guna Sarana,Senior Staff HR,2023
UB1874,Dewi Maulana,Hubungan Internasional,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Finance,2018
UB1875,Nadia Laksana,Psikologi,StartUp Gagal Bangkit,Consultant Operations,2015
UB1876,Laras Aminah,Ilmu Hukum,CV Maju Mundur,Analyst Admin,2019
UB1877,Budi Rahmawati,Teknik Mesin,PT Kapal Api Global,Supervisor HR,2015
UB1878,Dimas Jaya,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Lead Product Manager,2015
UB1879,Rina Susanto,Ilmu Hukum,PT Handal Guna Sarana,Head of Department Operations,2015
UB1880,Utomo Aditama,Teknik Elektro,Shopee,Senior Staff Finance,2020
UB1881,Rina Baswedan,Akuntansi,Xiaomi Technology,Engineer Marketing,2023
UB1882,Budi Aditama,Psikologi,Xiaomi Technology,Junior Staff Admin,2020
UB1883,Farhan Laksana,Ilmu Ekonomi,"PT DCI Indonesia, Tbk",Engineer Marketing,2015
UB1884,Yoga Nasution,Teknik Mesin,Telkom Indonesia,Junior Staff Admin,2020
UB1885,Arif Lestari,Administrasi Publik,PT Mencari Cinta Sejati,Officer HR,2016
UB1886,Wahyu Oktaviani,Ilmu Hukum,Bank BCA,Junior Staff Admin,2022
UB1887,Utomo Budiman,Teknik Mesin,PT Bank KEB Hana Indonesia,Analyst Marketing,2021
UB1888,Pandu Anggara,Teknik Lingkungan,Gojek,Head of Department Sales,2018
UB1889,Rizky Yulianto,Sistem Informasi,Xiaomi Technology,Senior DevOps,2023
UB1890,Vina Widodo,Teknik Elektro,PT Bank KEB Hana Indonesia,Head of Department Finance,2023
UB1891,Julia Wijaya,Teknik Mesin,Telkom Indonesia,Officer Marketing,2021
UB1892,Irfan Kusuma,Teknik Mesin,"PT DCI Indonesia, Tbk",Supervisor HR,2016
UB1893,Okta Darmawan,Pendidikan TI,Tokopedia,Analyst Finance,2015
UB1894,Citra Hartono,Sistem Informasi,Gojek,Junior Product Manager,2020
UB1895,Eko Vebrianto,Ilmu Hukum,PT Trinusa Travelindo,Senior Staff HR,2018
UB1896,Farhan Siregar,Teknologi Informasi,PT Sumber Rejeki,Lead IT Support,2019
UB1897,Nina Fauzi,Teknik Komputer,PHINTRACO GROUP,Senior Software Engineer,2015
UB1898,Dimas Nasution,Agribisnis,Bank BCA,Head of Department Operations,2018
UB1899,Citra Susanto,Sistem Informasi,PT Mencari Cinta Sejati,Lead Product Manager,2018
UB1900,Rizky Anggara,Ilmu Ekonomi,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst Operations,2016
UB1901,Siti Yulianto,Akuntansi,PT Sejahtera Abadi,Head of Department Sales,2015
UB1902,Yoga Suharto,Akuntansi,PHINTRACO GROUP,Officer Sales,2023
UB1903,Citra Fauzi,Sistem Informasi,"PT SMART,Tbk",Junior Product Manager,2021
UB1904,Vina Efendi,Ekonomi Islam,PT Bank KEB Hana Indonesia,Manager Marketing,2018
UB1905,Hana Prasetyo,Ekonomi Islam,PT Penerbit Erlangga,Supervisor HR,2018
UB1906,Nina Suharto,Teknologi Hasil Pertanian,PT CFU Technology Indonesia,Management Trainee Operations,2018
UB1907,Bagas Kusumo,Ilmu Hukum,PT Tsubaki Indonesia Manufacturing,Supervisor Admin,2023
UB1908,Erlangga Kusuma,Agribisnis,CV Maju Mundur,Analyst Sales,2023
UB1909,Utomo Kusuma,Teknologi Hasil Pertanian,Gojek,Junior Staff Operations,2021
UB1910,Utomo Utama,Manajemen,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Marketing,2023
UB1911,Chandra Saputra,Ilmu Hukum,"PT DCI Indonesia, Tbk",Engineer Sales,2016
UB1912,Chandra Saputra,Hubungan Internasional,PT Indocyber Global Teknologi,Senior Staff Marketing,2016
UB1913,Citra Kusumo,Hubungan Internasional,"PT DCI Indonesia, Tbk",Officer HR,2018
UB1914,Kevin Siregar,Agribisnis,StartUp Gagal Bangkit,Consultant Marketing,2018
UB1915,Bella Maulana,Ilmu Hukum,PT Indocyber Global Teknologi,Senior Staff Operations,2017
UB1916,Farhan Oktaviani,Ekonomi Islam,JAPFA FOOD INDONESIA,Consultant Admin,2015
UB1917,Pandu Anggara,Teknik Informatika,Bank Mandiri,Lead Data Scientist,2022
UB1918,Radit Vebrianto,Arsitektur,PT CFU Technology Indonesia,Engineer Sales,2017
UB1919,Mahendra Yudhoyono,Ilmu Ekonomi,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Operations,2019
UB1920,Rina Jaya,Teknik Informatika,PT Bank KEB Hana Indonesia,Junior Product Manager,2016
UB1921,Andi Pangestu,Teknik Informatika,PT Sumber Rejeki,Lead Software Engineer,2022
UB1922,Radit Darmawan,Ilmu Ekonomi,PT Handal Guna Sarana,Manager Finance,2020
UB1923,Wahyu Baswedan,Ekonomi Islam,"PT Japfa Comfeed Indonesia, Tbk",Senior Staff Operations,2021
UB1924,Yoga Maulana,Ilmu Hukum,PHINTRACO GROUP,Junior Staff Marketing,2022
UB1925,Rizky Laksana,Agribisnis,JAPFA FOOD INDONESIA,Supervisor Finance,2016
UB1926,Sarah Widodo,Teknik Komputer,PT Penerbit Erlangga,Senior Data Scientist,2018
UB1927,Pandu Setiawan,Administrasi Publik,PT Mencari Cinta Sejati,Supervisor Marketing,2022
UB1928,Budi Vebrianto,Ilmu Ekonomi,PT Sejahtera Abadi,Engineer Sales,2018
UB1929,Indah Siregar,Teknologi Hasil Pertanian,"PT. Trimegah Sekuritas Indonesia, Tbk",Head of Department Operations,2018
UB1930,Budi Rahmawati,Sistem Informasi,CV Maju Mundur,Senior IT Support,2022
UB1931,Mahendra Darmawan,Administrasi Publik,PT Tsubaki Indonesia Manufacturing,Specialist Admin,2022
UB1932,Dewi Anggara,Ilmu Ekonomi,PT. Bank KEB Hana Indonesia,Engineer Sales,2016
UB1933,Bella Soekarno,Ilmu Hukum,"PT SMART,Tbk",Manager Sales,2018
UB1934,Tegar Santoso,Keuangan Perbankan,PT Tsubaki Indonesia Manufacturing,Senior Staff HR,2019
UB1935,Citra Hidayat,Agribisnis,PT Solusi Transportasi Indonesia,Junior Staff Sales,2023
UB1936,Xena Qodir,Teknik Komputer,Shopee,Senior Software Engineer,2018
UB1937,Eko Maulana,Teknik Mesin,PT Sejahtera Abadi,Officer HR,2015
UB1938,Rina Soekarno,Agribisnis,PT Solusi Transportasi Indonesia,Supervisor Operations,2017
UB1939,Farhan Rahmawati,Teknik Lingkungan,Gojek,Engineer Marketing,2020
UB1940,Zahra Yulianto,Ilmu Hukum,PT Trinusa Travelindo,Senior Staff HR,2015
UB1941,Aditya Zulkarnain,Akuntansi,Xiaomi Technology,Consultant Sales,2022
UB1942,Farhan Laksana,Teknik Komputer,PT Handal Guna Sarana,Senior IT Support,2022
UB1943,Cahya Aminah,Teknik Lingkungan,Telkom Indonesia,Senior Staff Admin,2015
UB1944,Dinda Firmansyah,Arsitektur,Tokopedia,Consultant Admin,2017
UB1945,Irfan Fauzi,Agribisnis,PT Indocyber Global Teknologi,Analyst Admin,2021
UB1946,Xena Yudhoyono,Teknik Elektro,Shopee,Junior Staff HR,2023
UB1947,Bagas Fauzi,Agroekoteknologi,PT Bank KEB Hana Indonesia,Head of Department Operations,2017
UB1948,Aditya Permata,Psikologi,Gojek,Management Trainee Sales,2022
UB1949,Qori Qodir,Sistem Informasi,PT Bank KEB Hana Indonesia,Senior Product Manager,2022
UB1950,Putri Permata,Ilmu Ekonomi,StartUp Gagal Bangkit,Analyst Operations,2022
UB1951,Rizky Widodo,Pendidikan TI,Telkom Indonesia,Engineer Finance,2022
UB1952,Hana Nasution,Teknologi Informasi,"PT SMART,Tbk",Junior Data Scientist,2016
UB1953,Kartika Puspa,Teknik Sipil,PT. Bank KEB Hana Indonesia,Analyst HR,2021
UB1954,Eko Lestari,Akuntansi,StartUp Gagal Bangkit,Engineer HR,2016
UB1955,Laras Maulana,Manajemen,PT Sejahtera Abadi,Management Trainee HR,2020
UB1956,Fajar Permata,Hubungan Internasional,PT Kapal Api Global,Analyst Sales,2023
UB1957,Zahra Suharto,Teknik Mesin,PT Tsubaki Indonesia Manufacturing,Manager Finance,2018
UB1958,Zahra Setiawan,Ilmu Komunikasi,PT Handal Guna Sarana,Engineer Operations,2018
UB1959,Dewi Kusumo,Ilmu Komunikasi,Shopee,Head of Department Operations,2017
UB1960,Gita Oktaviani,Ekonomi Islam,"PT SMART,Tbk",Senior Staff Operations,2021
UB1961,Kartika Baswedan,Teknik Komputer,PT Solusi Transportasi Indonesia,Senior DevOps,2020
UB1962,Chandra Saputra,Teknik Sipil,PT Mencari Cinta Sejati,Officer Finance,2017
UB1963,Dimas Wijaya,Teknik Elektro,PT Sejahtera Abadi,Management Trainee Admin,2022
UB1964,Cahya Puspa,Agribisnis,PT Bank KEB Hana Indonesia,Management Trainee Admin,2019
UB1965,Indah Fauzi,Keuangan Perbankan,PT Mencari Cinta Sejati,Officer Sales,2023
UB1966,Bayu Utama,Arsitektur,PT Penerbit Erlangga,Analyst Finance,2018
UB1967,Irfan Gunawan,Arsitektur,PT Mencari Cinta Sejati,Manager Marketing,2020
UB1968,Andi Kusuma,Ekonomi Islam,Tokopedia,Junior Staff Finance,2019
UB1969,Zahra Utama,Akuntansi,Bank BCA,Manager Operations,2023
UB1970,Nadia Utama,Teknologi Informasi,Bank BCA,Junior IT Support,2020
UB1971,Aditya Tanjung,Sistem Informasi,Xiaomi Technology,Lead Data Scientist,2023
UB1972,Dinda Laksana,Sistem Informasi,"PT Japfa Comfeed Indonesia, Tbk",Lead Product Manager,2015
UB1973,Lestari Hartono,Teknik Mesin,PHINTRACO GROUP,Specialist Operations,2020
UB1974,Hana Fauzi,Keuangan Perbankan,PT Trinusa Travelindo,Consultant Operations,2022
UB1975,Lestari Permata,Teknik Mesin,PT Handal Guna Sarana,Manager Finance,2019
UB1976,Aditya Baswedan,Teknik Mesin,PT CFU Technology Indonesia,Officer Finance,2015
UB1977,Utomo Puspa,Teknik Informatika,PT Trinusa Travelindo,Junior DevOps,2020
UB1978,Sarah Darmawan,Manajemen,"PT Bank Danamon Indonesia, Tbk",Management Trainee Sales,2017
UB1979,Tegar Nugroho,Teknik Informatika,PT Solusi Transportasi Indonesia,Senior Data Scientist,2018
UB1980,Kevin Prasetyo,Ilmu Hukum,"PT SMART,Tbk",Senior Staff Finance,2015
UB1981,Xena Aminah,Administrasi Publik,PT Mencari Cinta Sejati,Senior Staff Finance,2019
UB1982,Bagas Laksana,Arsitektur,Bank Mandiri,Senior Staff Finance,2023
UB1983,Dewi Wijaya,Teknologi Informasi,PT Kapal Api Global,Lead IT Support,2023
UB1984,Zahra Puspa,Teknik Lingkungan,PT Mencari Cinta Sejati,Analyst HR,2019
UB1985,Sarah Aminah,Teknik Informatika,Gojek,Lead DevOps,2016
UB1986,Joko Setiawan,Teknologi Hasil Pertanian,PT Indocyber Global Teknologi,Consultant Admin,2021
UB1987,Citra Hartono,Administrasi Publik,PT. Bank KEB Hana Indonesia,Manager HR,2020
UB1988,Citra Nugroho,Agroekoteknologi,PT Penerbit Erlangga,Junior Staff Sales,2017
UB1989,Agus Wibowo,Arsitektur,PT Solusi Transportasi Indonesia,Officer Admin,2022
UB1990,Rizky Hidayat,Hubungan Internasional,PT Solusi Transportasi Indonesia,Head of Department Sales,2019
UB1991,Utomo Pratama,Teknik Mesin,PT Indocyber Global Teknologi,Head of Department Finance,2018
UB1992,Citra Yulianto,Arsitektur,Tokopedia,Analyst HR,2017
UB1993,Chandra Firmansyah,Keuangan Perbankan,"PT Japfa Comfeed Indonesia, Tbk",Analyst Finance,2017
UB1994,Radit Rahmawati,Ekonomi Islam,PT Kapal Api Global,Specialist Finance,2020
UB1995,Indah Tanjung,Sistem Informasi,PHINTRACO GROUP,Lead DevOps,2015
UB1996,Fajar Maulana,Sistem Informasi,PT Indocyber Global Teknologi,Lead Product Manager,2017
UB1997,Fajar Oktaviani,Manajemen,CV Maju Mundur,Manager Admin,2022
UB1998,Yoga Firmansyah,Manajemen,PT Tsubaki Indonesia Manufacturing,Head of Department HR,2016
UB1999,Lestari Cahyono,Keuangan Perbankan,PT Bank KEB Hana Indonesia,Senior Staff Sales,2015
UB2000,Rina Budiman,Teknik Komputer,Shopee,Junior IT Support,2019
